transaction_id,customer_id,transaction_date,online_channel,offline_store,total_online_spend_ngn,total_offline_spend_ngn,preferred_channel,cross_channel_purchases,city
XCH0020344,CUST253445,2/8/2024,Jumia,Slot,33362.37,193399.52,both,11,Kano
XCH0020345,CUST313087,5/7/2024,Jumia,Game,436805.77,79435.24,both,9,Onitsha
XCH0020346,CUST767602,1/1/2024,Glovo,Spar,224156.37,8545.83,offline,13,Lagos
XCH0020347,CUST873203,7/17/2024,PayPorte,Spar,153042.06,64227.17,online,19,Lagos
XCH0020348,CUST727741,4/19/2024,Jumia,Slot,109339.56,169140.41,offline,18,Ilorin
XCH0020349,CUST992572,3/30/2024,Jiji,Slot,29675.46,44018.21,offline,9,Aba
XCH0020350,CUST960991,1/5/2024,PayPorte,Shoprite,37550.38,56830.22,online,20,Calabar
XCH0020351,CUST597553,9/6/2024,Konga,Pointek,45982.37,78270.94,offline,13,Aba
XCH0020352,CUST222179,4/5/2024,Supermart,Spar,60256.47,137954.58,online,2,Benin City
XCH0020353,CUST716756,3/28/2024,Shoprite Online,Pointek,407911.84,90930.47,online,15,Ibadan
XCH0020354,CUST671220,4/7/2024,Jumia,Slot,307682.83,196726.7,both,8,Benin City
XCH0020355,CUST716335,10/5/2024,Jiji,Mr Price,333297.28,151602.46,offline,13,Ibadan
XCH0020356,CUST891728,9/14/2024,Jiji,Shoprite,281111.97,129425.37,both,8,Kaduna
XCH0020357,CUST381052,6/19/2024,Jiji,Spar,318258.34,185581.82,offline,8,Ibadan
XCH0020358,CUST203036,8/14/2024,Konga,Computer Village,136771.39,113776.26,offline,6,Warri
XCH0020359,CUST703757,4/5/2024,Jiji,Spar,186668.35,154341.41,online,9,Abuja
XCH0020360,CUST392904,2/2/2024,Jumia,Ebeano,410960.45,146902.13,online,10,Jos
XCH0020361,CUST253582,9/11/2024,Jumia,Computer Village,21326.38,18321.09,online,18,Aba
XCH0020362,CUST971575,1/25/2024,Jumia,Slot,37641.66,79493.18,both,3,Ilorin
XCH0020363,CUST907622,3/2/2024,PayPorte,Game,451369.61,122533.41,both,7,Ilorin
XCH0020364,CUST326497,9/21/2024,Konga,Balogun Market,361521.66,53268.29,both,4,Kaduna
XCH0020365,CUST242376,8/25/2024,Konga,Balogun Market,129452.78,191120.07,both,19,Abuja
XCH0020366,CUST456057,5/11/2024,Konga,Slot,50082.15,80701.77,offline,14,Port Harcourt
XCH0020367,CUST850948,7/10/2024,Slot,Shoprite,50796.71,197075.46,online,14,Jos
XCH0020368,CUST594280,5/29/2024,Konga,Justrite,67753.5,53520.19,both,9,Port Harcourt
XCH0020369,CUST258956,1/15/2024,Konga,Justrite,62873.97,75790.3,online,10,Warri
XCH0020370,CUST943649,3/23/2024,Jumia,Justrite,291154.44,47618.93,both,10,Port Harcourt
XCH0020371,CUST291523,1/11/2024,Slot,Computer Village,429432.6,47549.06,both,14,Onitsha
XCH0020372,CUST878273,7/20/2024,Konga,Justrite,227192.19,34002.45,online,13,Lagos
XCH0020373,CUST657079,4/16/2024,Konga,Balogun Market,27707.25,138453.22,offline,1,Jos
XCH0020374,CUST435285,7/19/2024,Jumia,Game,214897.69,93956.48,both,13,Port Harcourt
XCH0020375,CUST190279,7/29/2024,Shoprite Online,Ebeano,27726.07,49461.18,both,1,Warri
XCH0020376,CUST590988,6/26/2024,Jumia,Computer Village,63672.07,98722.4,both,19,Port Harcourt
XCH0020377,CUST977932,2/26/2024,Jumia,Mr Price,21501.68,86694.81,online,14,Onitsha
XCH0020378,CUST421655,4/2/2024,Jiji,Balogun Market,403834.07,70854.98,both,15,Abeokuta
XCH0020379,CUST845098,8/21/2024,Jiji,Game,328691.68,16965.69,online,4,Warri
XCH0020380,CUST939747,10/8/2024,Shoprite Online,Ebeano,282756.08,186379.25,offline,10,Abeokuta
XCH0020381,CUST217137,3/30/2024,Jumia,Computer Village,60120.38,164972.77,online,3,Warri
XCH0020382,CUST776340,5/17/2024,Jiji,Shoprite,135548.42,109011.38,online,14,Ibadan
XCH0020383,CUST365666,6/9/2024,Slot,Ebeano,145326.27,83354.88,both,20,Kaduna
XCH0020384,CUST462576,3/27/2024,Jumia,Slot,397304.46,167060.91,offline,4,Enugu
XCH0020385,CUST181767,5/5/2024,Konga,Shoprite,160488.09,41215.95,both,11,Kano
XCH0020386,CUST231802,8/29/2024,Jiji,Ebeano,184461.04,137867.6,both,12,Port Harcourt
XCH0020387,CUST302221,3/26/2024,Jumia,Shoprite,471048.02,30952.92,online,11,Ilorin
XCH0020388,CUST512046,10/7/2024,Konga,Spar,380552.8,51951.5,both,1,Benin City
XCH0020389,CUST121246,9/1/2024,Supermart,Mr Price,205922.44,12869.28,both,2,Ilorin
XCH0020390,CUST223967,2/12/2024,Jumia,Justrite,121212.37,55050.91,both,17,Calabar
XCH0020391,CUST293168,10/8/2024,Konga,Balogun Market,468227.78,95942.72,both,20,Ibadan
XCH0020392,CUST526926,1/16/2024,Jumia,Slot,114790.22,81903.55,both,15,Ibadan
XCH0020393,CUST779577,5/20/2024,Jumia,Balogun Market,135912.72,11356.54,offline,9,Calabar
XCH0020394,CUST871667,7/7/2024,Konga,Pointek,258675.84,62815.16,both,5,Kano
XCH0020395,CUST127332,2/19/2024,Konga,Game,468530.16,36398.11,both,3,Onitsha
XCH0020396,CUST925628,4/29/2024,Jiji,Mr Price,10392.01,181750.32,online,15,Aba
XCH0020397,CUST702165,7/8/2024,Jumia,Slot,426294.27,172793.19,offline,20,Calabar
XCH0020398,CUST897827,9/4/2024,PayPorte,Game,336324.87,47397.66,offline,5,Kano
XCH0020399,CUST947007,9/13/2024,Jumia,Mr Price,48268.36,86703.11,online,1,Aba
XCH0020400,CUST202857,8/22/2024,Jumia,Mr Price,337553.17,57318.37,online,1,Kano
XCH0020401,CUST398933,5/4/2024,Shoprite Online,Spar,274603.6,168781.85,offline,18,Calabar
XCH0020402,CUST680891,6/26/2024,Slot,Justrite,365756.98,70902.04,online,3,Abeokuta
XCH0020403,CUST746137,6/26/2024,Konga,Slot,391864,17175.66,offline,6,Ibadan
XCH0020404,CUST307152,8/30/2024,Jiji,Mr Price,75976.93,163948.03,both,1,Kaduna
XCH0020405,CUST520337,3/24/2024,Shoprite Online,Computer Village,261788.53,13228.76,offline,2,Calabar
XCH0020406,CUST999868,1/22/2024,Spar Online,Mr Price,329687.84,90218.63,offline,14,Lagos
XCH0020407,CUST194752,4/25/2024,Glovo,Pointek,30966.66,148667.36,online,20,Aba
XCH0020408,CUST438379,3/27/2024,Jiji,Pointek,423941,185696.11,online,6,Warri
XCH0020409,CUST569914,3/27/2024,Konga,Game,43686.42,158516.47,online,4,Warri
XCH0020410,CUST735588,6/24/2024,Konga,Balogun Market,223821.47,113070.62,both,16,Aba
XCH0020411,CUST229893,1/24/2024,Konga,Mr Price,14895.98,144621.81,online,20,Ibadan
XCH0020412,CUST956381,8/8/2024,Konga,Mr Price,111747.24,128641.12,online,3,Ilorin
XCH0020413,CUST834679,7/7/2024,Jumia,Shoprite,87486.33,106172.17,offline,16,Enugu
XCH0020414,CUST914963,2/8/2024,Chowdeck,Mr Price,156432.04,120923.66,offline,17,Lagos
XCH0020415,CUST457033,6/7/2024,Jumia,Justrite,61700.82,55176.17,offline,15,Warri
XCH0020416,CUST312842,9/29/2024,Konga,Pointek,199282.17,123124.89,online,17,Enugu
XCH0020417,CUST569982,7/25/2024,Konga,Computer Village,263699.86,26686.27,offline,14,Ilorin
XCH0020418,CUST127922,5/30/2024,Jiji,Computer Village,153776.98,102497.01,both,9,Ilorin
XCH0020419,CUST808515,9/25/2024,PayPorte,Slot,329485.75,140517.54,both,13,Port Harcourt
XCH0020420,CUST444740,1/25/2024,Jumia,Ebeano,370207.32,55640.38,offline,19,Aba
XCH0020421,CUST721418,9/27/2024,Slot,Shoprite,438054.71,109665.3,online,12,Lagos
XCH0020422,CUST970540,6/8/2024,Supermart,Mr Price,433558.67,17717.53,offline,19,Enugu
XCH0020423,CUST591471,4/22/2024,Jiji,Slot,252920.63,169466.08,offline,13,Kaduna
XCH0020424,CUST348970,6/10/2024,Jumia,Ebeano,338510.73,148599.39,offline,2,Abuja
XCH0020425,CUST384429,2/27/2024,Jiji,Mr Price,304066.69,69657.09,offline,7,Benin City
XCH0020426,CUST560244,9/16/2024,Jiji,Game,429956.12,191028.29,offline,17,Kaduna
XCH0020427,CUST297226,3/17/2024,Slot,Ebeano,108907.89,50476.94,both,12,Warri
XCH0020428,CUST149674,8/1/2024,Jiji,Ebeano,344250.95,121583.53,both,20,Abeokuta
XCH0020429,CUST708975,5/17/2024,Jiji,Spar,464107.08,98713.98,both,3,Warri
XCH0020430,CUST551280,2/18/2024,Glovo,Balogun Market,149472.58,96856.49,both,12,Port Harcourt
XCH0020431,CUST783877,2/5/2024,Jumia,Balogun Market,320727.47,109412.24,online,14,Warri
XCH0020432,CUST414523,5/16/2024,Konga,Balogun Market,72299.94,5331.75,offline,2,Benin City
XCH0020433,CUST306232,6/1/2024,Jumia,Mr Price,447671.35,52789.3,offline,4,Ilorin
XCH0020434,CUST213674,8/19/2024,Jiji,Mr Price,235805.99,89169.66,online,4,Port Harcourt
XCH0020435,CUST828893,10/15/2024,Jumia,Spar,297425.72,100072.35,online,6,Warri
XCH0020436,CUST105098,3/13/2024,Jiji,Game,408682.21,5694.52,offline,18,Jos
XCH0020437,CUST385667,2/12/2024,Jumia,Ebeano,387720.27,179543.88,offline,20,Aba
XCH0020438,CUST421557,10/12/2024,Jiji,Ebeano,360380.7,104972.72,both,2,Ilorin
XCH0020439,CUST563935,6/3/2024,Glovo,Computer Village,167859.44,144417.48,offline,2,Enugu
XCH0020440,CUST655047,4/24/2024,Glovo,Game,235600.85,33338.72,both,13,Abuja
XCH0020441,CUST471166,10/7/2024,PayPorte,Game,16367.16,157712.75,both,5,Ibadan
XCH0020442,CUST257984,8/20/2024,Jumia,Slot,229516.22,97256.31,online,14,Ilorin
XCH0020443,CUST203278,1/20/2024,Jiji,Shoprite,492034.12,146543.48,offline,9,Port Harcourt
XCH0020444,CUST123827,5/31/2024,Konga,Mr Price,71239.23,130946.34,both,3,Enugu
XCH0020445,CUST195888,3/11/2024,Konga,Mr Price,214034.83,130551.57,offline,20,Calabar
XCH0020446,CUST524647,4/11/2024,Jumia,Computer Village,289454.25,7641.84,both,12,Abuja
XCH0020447,CUST238234,6/25/2024,Jumia,Justrite,272303.08,86709.4,online,17,Aba
XCH0020448,CUST879173,10/12/2024,Supermart,Balogun Market,223532.32,75628.14,offline,19,Lagos
XCH0020449,CUST328907,3/9/2024,Jumia,Game,37396.43,141197.39,both,4,Enugu
XCH0020450,CUST679569,3/10/2024,Konga,Computer Village,176960.74,114300.84,both,4,Enugu
XCH0020451,CUST519149,7/1/2024,Jumia,Computer Village,233566.82,189945.11,offline,19,Onitsha
XCH0020452,CUST499071,7/19/2024,Jumia,Ebeano,77292.57,148272.1,online,15,Onitsha
XCH0020453,CUST754444,2/29/2024,Jiji,Shoprite,101545.19,75906.12,both,4,Kaduna
XCH0020454,CUST695544,6/30/2024,Jiji,Ebeano,187369.86,162141.88,offline,20,Port Harcourt
XCH0020455,CUST390159,1/2/2024,Jumia,Ebeano,483295.68,100981.56,both,17,Kano
XCH0020456,CUST579095,8/12/2024,Jumia,Slot,424831.7,5531.84,offline,5,Onitsha
XCH0020457,CUST637480,1/6/2024,Jiji,Balogun Market,48796.78,145154.13,offline,6,Abeokuta
XCH0020458,CUST143596,1/17/2024,Jiji,Computer Village,141695.44,69162.66,offline,10,Ibadan
XCH0020459,CUST253403,6/26/2024,Jumia,Balogun Market,186015.86,77654.81,both,2,Port Harcourt
XCH0020460,CUST831583,2/4/2024,Supermart,Shoprite,456877.58,119715.65,offline,19,Ilorin
XCH0020461,CUST589510,4/17/2024,Konga,Shoprite,137520.17,165802.37,both,2,Ibadan
XCH0020462,CUST631799,3/6/2024,Jiji,Spar,353870.1,50718.18,online,4,Kaduna
XCH0020463,CUST975087,1/30/2024,Slot,Balogun Market,432012.13,112300.22,offline,3,Kaduna
XCH0020464,CUST399363,6/17/2024,Jumia,Balogun Market,457649.46,181637.27,both,19,Enugu
XCH0020465,CUST150837,3/22/2024,Jiji,Slot,332457.57,31677.57,both,20,Warri
XCH0020466,CUST452970,3/5/2024,Jiji,Spar,423578.39,80909.87,both,8,Ibadan
XCH0020467,CUST109947,9/5/2024,Slot,Mr Price,20386.95,194423.79,offline,7,Kano
XCH0020468,CUST539639,4/12/2024,Slot,Balogun Market,185038.44,89855.25,both,12,Abeokuta
XCH0020469,CUST560287,6/15/2024,Jiji,Justrite,241762.7,198816.99,offline,2,Warri
XCH0020470,CUST886273,9/27/2024,Glovo,Justrite,355211.61,187267.2,offline,12,Abuja
XCH0020471,CUST151595,6/8/2024,Jiji,Mr Price,39914.14,124086.79,offline,8,Abeokuta
XCH0020472,CUST473619,5/23/2024,Jiji,Spar,488665.74,151661.32,both,18,Abuja
XCH0020473,CUST549660,5/7/2024,Jumia,Mr Price,443064.79,90028.75,online,8,Lagos
XCH0020474,CUST298860,1/27/2024,Jumia,Game,50739.16,139857.03,offline,20,Calabar
XCH0020475,CUST852118,6/5/2024,Jumia,Ebeano,262796.42,176437.23,online,16,Abeokuta
XCH0020476,CUST937649,9/11/2024,Jiji,Ebeano,483396.79,54121.04,offline,11,Jos
XCH0020477,CUST921471,9/30/2024,Jiji,Pointek,261749.02,189081.22,online,13,Lagos
XCH0020478,CUST619284,2/16/2024,Jiji,Pointek,145633.37,85770.13,online,18,Kaduna
XCH0020479,CUST192739,10/21/2024,Konga,Ebeano,130522.34,108470.34,both,1,Abuja
XCH0020480,CUST277053,9/7/2024,Konga,Slot,126776.02,71429.13,offline,6,Port Harcourt
XCH0020481,CUST970400,6/23/2024,Slot,Justrite,237662.86,182828.31,online,11,Enugu
XCH0020482,CUST676345,7/23/2024,Jumia,Computer Village,230291.97,81705.92,online,8,Warri
XCH0020483,CUST539851,6/28/2024,Jumia,Balogun Market,322524.71,147849.97,both,7,Port Harcourt
XCH0020484,CUST539849,9/12/2024,PayPorte,Computer Village,262236.87,186755.28,offline,15,Benin City
XCH0020485,CUST830188,5/25/2024,Konga,Ebeano,44052.2,103371.05,offline,15,Abeokuta
XCH0020486,CUST561019,9/27/2024,Konga,Shoprite,481743.26,86526.83,online,17,Ilorin
XCH0020487,CUST172338,3/26/2024,PayPorte,Spar,473685.73,62164.56,both,17,Ibadan
XCH0020488,CUST762353,6/16/2024,Konga,Game,276597.96,53256.22,offline,15,Abeokuta
XCH0020489,CUST155739,3/31/2024,Jiji,Balogun Market,295540.94,122467.78,online,10,Abuja
XCH0020490,CUST840114,2/10/2024,Jumia,Balogun Market,28562.32,18983.82,offline,16,Warri
XCH0020491,CUST961146,5/18/2024,Konga,Justrite,172425.71,83804.51,both,15,Aba
XCH0020492,CUST469520,1/26/2024,Konga,Pointek,315310.02,95152.44,both,13,Enugu
XCH0020493,CUST776109,7/5/2024,Konga,Justrite,91765.18,31784.66,online,14,Aba
XCH0020494,CUST846404,6/4/2024,Jumia,Balogun Market,342717.69,94233.1,both,4,Abeokuta
XCH0020495,CUST211846,4/24/2024,Jiji,Justrite,139108.48,94330.45,online,4,Enugu
XCH0020496,CUST487887,8/22/2024,Jumia,Shoprite,162404.41,37367.24,online,15,Warri
XCH0020497,CUST304391,9/27/2024,Jumia,Pointek,47521.79,187442.06,online,6,Ilorin
XCH0020498,CUST773046,7/16/2024,Konga,Shoprite,20161.61,146939.83,offline,4,Benin City
XCH0020499,CUST544620,2/1/2024,Jumia,Ebeano,334289.77,93069.55,both,8,Calabar
XCH0020500,CUST900434,3/8/2024,Jiji,Mr Price,24235.42,66707.09,both,15,Ibadan
XCH0020501,CUST947291,8/1/2024,Jumia,Spar,417329.58,153308.83,offline,20,Benin City
XCH0020502,CUST861248,9/8/2024,Jiji,Mr Price,92767.07,161995.91,online,16,Warri
XCH0020503,CUST610838,9/1/2024,Konga,Justrite,492497.43,134003.38,offline,19,Kano
XCH0020504,CUST930847,8/31/2024,Jiji,Mr Price,64739.67,39758.17,both,2,Lagos
XCH0020505,CUST378048,10/25/2024,Konga,Ebeano,475169.81,192257.05,both,17,Ilorin
XCH0020506,CUST636990,7/23/2024,Jumia,Shoprite,463506.36,137088.33,offline,15,Calabar
XCH0020507,CUST535607,5/28/2024,Jumia,Pointek,255193.68,145424.13,offline,5,Benin City
XCH0020508,CUST881467,3/14/2024,Jumia,Shoprite,159906.93,26021.9,online,15,Kano
XCH0020509,CUST488368,3/3/2024,Jumia,Justrite,361693.46,111786.93,both,20,Ilorin
XCH0020510,CUST712565,8/25/2024,Jumia,Ebeano,105611.27,9278.69,online,5,Kaduna
XCH0020511,CUST876276,4/25/2024,PayPorte,Pointek,138608.89,193157.56,offline,9,Enugu
XCH0020512,CUST607407,3/22/2024,Jumia,Slot,475179.11,157420.83,offline,15,Calabar
XCH0020513,CUST272092,7/23/2024,Jiji,Game,424714.57,121025.58,online,14,Jos
XCH0020514,CUST943593,9/2/2024,Jumia,Balogun Market,310774.9,168253.61,offline,19,Kaduna
XCH0020515,CUST548255,3/12/2024,Konga,Computer Village,96537.91,70806.15,offline,1,Port Harcourt
XCH0020516,CUST961380,4/13/2024,Slot,Slot,169483.36,149369.61,offline,8,Jos
XCH0020517,CUST874906,3/7/2024,Jumia,Slot,329629.88,52116.3,both,5,Warri
XCH0020518,CUST925665,1/4/2024,Konga,Balogun Market,188430.4,150334.45,offline,9,Ilorin
XCH0020519,CUST366956,9/11/2024,Jumia,Game,287994.01,91272.34,offline,20,Benin City
XCH0020520,CUST727507,5/11/2024,Konga,Spar,30598.63,52351.46,offline,8,Lagos
XCH0020521,CUST453886,7/19/2024,Slot,Game,216080.49,26141.61,both,14,Ilorin
XCH0020522,CUST517589,4/20/2024,Konga,Ebeano,323894.1,37541.32,both,6,Kaduna
XCH0020523,CUST647273,7/27/2024,Konga,Shoprite,158279.04,181962.48,offline,3,Lagos
XCH0020524,CUST272171,7/24/2024,Jumia,Computer Village,287472.33,26587.38,online,6,Calabar
XCH0020525,CUST514124,7/24/2024,Jiji,Computer Village,463186.21,42331.76,online,13,Ilorin
XCH0020526,CUST771404,9/4/2024,Slot,Balogun Market,445089.52,197128.27,both,8,Onitsha
XCH0020527,CUST183990,4/19/2024,Jumia,Mr Price,132983.07,130948.17,online,3,Abeokuta
XCH0020528,CUST743192,1/17/2024,Jumia,Computer Village,196698.71,145542.79,offline,12,Abuja
XCH0020529,CUST880001,1/15/2024,Konga,Game,412676.04,187261.92,both,1,Calabar
XCH0020530,CUST482625,6/9/2024,PayPorte,Game,52318,163300.22,both,12,Kaduna
XCH0020531,CUST648341,3/14/2024,PayPorte,Pointek,448185.65,178334.21,offline,4,Aba
XCH0020532,CUST286764,9/24/2024,Jiji,Justrite,405145.15,55723.83,both,15,Jos
XCH0020533,CUST530721,7/10/2024,Jiji,Slot,464619.08,26078.87,both,14,Ilorin
XCH0020534,CUST223731,1/31/2024,Konga,Pointek,22617.48,194374.45,online,20,Kaduna
XCH0020535,CUST850466,8/19/2024,Konga,Game,401156.16,162449.48,online,4,Abuja
XCH0020536,CUST674464,3/24/2024,Jumia,Mr Price,338991.48,157333.88,online,6,Abeokuta
XCH0020537,CUST830534,5/31/2024,Jumia,Balogun Market,359191.24,130540.45,both,12,Abeokuta
XCH0020538,CUST681692,3/23/2024,Jumia,Balogun Market,259664.93,96312.38,online,19,Enugu
XCH0020539,CUST734349,8/16/2024,Jumia,Spar,498647.82,167915.91,both,5,Jos
XCH0020540,CUST639918,4/22/2024,Jumia,Ebeano,359755.82,173604.56,offline,15,Abuja
XCH0020541,CUST634705,8/27/2024,Jumia,Pointek,43242.43,100046.68,both,18,Abuja
XCH0020542,CUST236471,3/12/2024,Jumia,Mr Price,39950.27,82335.83,both,14,Benin City
XCH0020543,CUST732382,5/26/2024,Jumia,Balogun Market,389955.06,60649.17,online,19,Ilorin
XCH0020544,CUST143416,1/1/2024,Jumia,Ebeano,134491.97,65893.49,offline,12,Calabar
XCH0020545,CUST428055,4/24/2024,Jumia,Spar,386668.3,104921.38,online,14,Aba
XCH0020546,CUST871815,8/5/2024,Jiji,Spar,375936.57,63495.07,online,19,Kaduna
XCH0020547,CUST112025,5/10/2024,Konga,Computer Village,65793.16,61998.43,offline,13,Aba
XCH0020548,CUST331266,2/17/2024,Jumia,Spar,407683.56,84060.87,both,14,Kaduna
XCH0020549,CUST747112,2/21/2024,Jumia,Spar,24348.07,31256.53,offline,5,Kaduna
XCH0020550,CUST641300,1/16/2024,Jiji,Pointek,202383.77,177766.52,offline,12,Ibadan
XCH0020551,CUST585887,8/12/2024,Jumia,Shoprite,385484.88,7124.56,offline,11,Kano
XCH0020552,CUST419321,2/28/2024,Glovo,Ebeano,212119.12,167421.57,offline,13,Ilorin
XCH0020553,CUST640036,8/6/2024,Jumia,Shoprite,290302.69,152834.37,offline,6,Lagos
XCH0020554,CUST494778,6/30/2024,Jiji,Game,373782.45,87380.36,both,19,Abeokuta
XCH0020555,CUST813505,2/6/2024,Jumia,Game,444269.44,130675.89,offline,19,Kaduna
XCH0020556,CUST365288,9/9/2024,Jumia,Balogun Market,20448.33,94053.69,both,2,Lagos
XCH0020557,CUST925104,1/29/2024,Jumia,Pointek,450038.36,9770.65,offline,18,Benin City
XCH0020558,CUST189262,9/14/2024,Jumia,Mr Price,321367.39,120532.12,online,15,Kaduna
XCH0020559,CUST887092,6/19/2024,Jiji,Mr Price,40485.29,140509.35,online,13,Abeokuta
XCH0020560,CUST291730,8/10/2024,Jumia,Ebeano,345543.21,145186,offline,19,Lagos
XCH0020561,CUST235297,8/4/2024,Jiji,Game,213240.46,6852.33,online,5,Calabar
XCH0020562,CUST614657,8/12/2024,Spar Online,Game,255554.97,173033.52,offline,14,Enugu
XCH0020563,CUST189837,1/31/2024,Jiji,Balogun Market,83902.35,110843.63,offline,10,Calabar
XCH0020564,CUST118021,1/30/2024,Konga,Ebeano,391562.17,116927.44,offline,4,Ibadan
XCH0020565,CUST574414,10/10/2024,Slot,Computer Village,260653.06,140448.06,both,3,Lagos
XCH0020566,CUST452766,6/25/2024,Jumia,Pointek,17387.58,28170.07,both,12,Enugu
XCH0020567,CUST399986,6/15/2024,Jumia,Game,118746.41,137478.2,both,4,Abuja
XCH0020568,CUST386233,9/29/2024,Glovo,Mr Price,171853.09,154020.82,online,7,Port Harcourt
XCH0020569,CUST773910,5/14/2024,PayPorte,Pointek,195411.48,45477.15,online,2,Ibadan
XCH0020570,CUST889111,2/23/2024,Jiji,Ebeano,225290.37,75947.77,both,8,Ibadan
XCH0020571,CUST175149,7/31/2024,Jumia,Mr Price,434182.5,17465.42,offline,10,Warri
XCH0020572,CUST285175,9/16/2024,Konga,Ebeano,181341.43,19906.32,both,5,Kaduna
XCH0020573,CUST185543,4/28/2024,Jiji,Balogun Market,328800.4,78739.36,online,19,Port Harcourt
XCH0020574,CUST635684,4/3/2024,Slot,Shoprite,470717.1,28959.87,online,2,Benin City
XCH0020575,CUST328866,3/22/2024,Jiji,Slot,391253.08,115980.75,both,17,Kaduna
XCH0020576,CUST780302,8/20/2024,Konga,Mr Price,69993.49,30665.9,offline,9,Abeokuta
XCH0020577,CUST158195,8/20/2024,Jumia,Pointek,350300.73,198081.86,online,9,Kano
XCH0020578,CUST261574,6/2/2024,Jumia,Shoprite,184190.05,76924.19,online,15,Calabar
XCH0020579,CUST558129,5/13/2024,PayPorte,Shoprite,422326.5,42088.2,online,7,Warri
XCH0020580,CUST588731,5/5/2024,PayPorte,Pointek,113416.11,20048.99,both,1,Abeokuta
XCH0020581,CUST771303,6/24/2024,Jumia,Slot,376165.47,119919.82,both,6,Abuja
XCH0020582,CUST400480,3/20/2024,Konga,Mr Price,327564.72,149353.48,offline,3,Warri
XCH0020583,CUST616532,7/4/2024,Konga,Pointek,68845.87,197963.99,offline,9,Abeokuta
XCH0020584,CUST961108,1/24/2024,Konga,Pointek,376807.82,129681.82,online,13,Aba
XCH0020585,CUST648786,10/26/2024,Jiji,Justrite,418603.77,87034.34,offline,1,Abeokuta
XCH0020586,CUST545487,8/9/2024,PayPorte,Mr Price,228692.1,64683.03,offline,17,Kaduna
XCH0020587,CUST927420,10/4/2024,Jumia,Slot,262437.89,186932.47,online,11,Calabar
XCH0020588,CUST964789,3/14/2024,Jumia,Justrite,113605.9,128137.52,online,6,Kaduna
XCH0020589,CUST553939,4/20/2024,Supermart,Mr Price,184666,29796.94,online,18,Kaduna
XCH0020590,CUST891004,5/4/2024,PayPorte,Balogun Market,482137.51,177189.68,online,14,Ilorin
XCH0020591,CUST828045,8/5/2024,Jiji,Balogun Market,360474.59,61735,offline,10,Benin City
XCH0020592,CUST951379,8/20/2024,Jumia,Justrite,399025.52,136480.31,offline,3,Port Harcourt
XCH0020593,CUST110717,9/1/2024,Konga,Mr Price,490426.19,187083.37,online,5,Benin City
XCH0020594,CUST401324,1/17/2024,Jumia,Slot,197283.38,95861.02,online,4,Benin City
XCH0020595,CUST294035,8/6/2024,Glovo,Shoprite,196596.19,81930.63,online,16,Aba
XCH0020596,CUST478365,10/17/2024,Glovo,Pointek,468661.24,134058.02,offline,20,Onitsha
XCH0020597,CUST442167,10/6/2024,Konga,Mr Price,88633.48,34957,offline,14,Abeokuta
XCH0020598,CUST532145,9/25/2024,Jiji,Ebeano,400479.28,131574.57,offline,8,Lagos
XCH0020599,CUST120621,4/30/2024,Jumia,Slot,424702.06,194694.19,online,19,Lagos
XCH0020600,CUST808304,9/18/2024,Jumia,Pointek,223138.63,16220.81,both,12,Kaduna
XCH0020601,CUST929295,2/8/2024,Jiji,Pointek,414812.26,98188.56,online,2,Port Harcourt
XCH0020602,CUST925823,2/4/2024,Konga,Spar,87900.44,166757.7,both,10,Calabar
XCH0020603,CUST540832,2/1/2024,Jumia,Slot,402199.78,130307.76,offline,3,Kaduna
XCH0020604,CUST502307,9/13/2024,Jumia,Justrite,47991.6,38012.87,offline,10,Kaduna
XCH0020605,CUST806830,6/23/2024,Glovo,Pointek,187609.8,53810.11,both,9,Ibadan
XCH0020606,CUST420907,9/16/2024,Jumia,Pointek,163102.95,48739.93,both,20,Warri
XCH0020607,CUST445771,8/11/2024,Konga,Spar,58490.38,138453.78,offline,9,Calabar
XCH0020608,CUST683191,2/13/2024,Konga,Shoprite,264344.2,25882.81,offline,18,Enugu
XCH0020609,CUST786441,6/11/2024,Slot,Ebeano,21877.68,94730.13,both,19,Onitsha
XCH0020610,CUST292627,8/17/2024,Jumia,Mr Price,73284.16,80353.74,online,9,Kano
XCH0020611,CUST139573,6/15/2024,Jiji,Mr Price,406884.8,100948.25,online,14,Jos
XCH0020612,CUST471955,10/7/2024,Jumia,Ebeano,379618.11,24875.87,online,6,Jos
XCH0020613,CUST721088,8/31/2024,Jumia,Ebeano,306002.92,19934.68,offline,16,Ilorin
XCH0020614,CUST149508,5/20/2024,Konga,Spar,104704.39,158663.12,both,4,Kaduna
XCH0020615,CUST642885,1/27/2024,Jumia,Pointek,290632.5,104573.51,offline,10,Onitsha
XCH0020616,CUST732395,6/6/2024,Jumia,Computer Village,269048.61,77781.14,online,14,Lagos
XCH0020617,CUST355425,3/2/2024,Jumia,Computer Village,64097.56,58658.13,offline,20,Onitsha
XCH0020618,CUST395867,3/19/2024,Jumia,Spar,138711.46,88606.63,offline,11,Jos
XCH0020619,CUST367387,6/10/2024,Jumia,Ebeano,142207.35,167765.41,online,3,Abuja
XCH0020620,CUST521366,5/11/2024,Konga,Shoprite,489919.51,122099.94,offline,4,Benin City
XCH0020621,CUST909329,8/12/2024,Jiji,Justrite,393929.9,172397.87,both,11,Abeokuta
XCH0020622,CUST787925,2/23/2024,Jumia,Spar,199230.35,199119.79,online,13,Lagos
